year,county_ID,county_name,urbanicity,region,pop_category,population,prison_population
2013,6105,Trinity,rural,West,Asian,90,0
2014,6105,Trinity,rural,West,Asian,93,0
2015,6105,Trinity,rural,West,Asian,98,0
1991,6107,Tulare,small/mid,West,Asian,7113,4
1992,6107,Tulare,small/mid,West,Asian,7333,4
1993,6107,Tulare,small/mid,West,Asian,7524,4
1994,6107,Tulare,small/mid,West,Asian,7638,4
1995,6107,Tulare,small/mid,West,Asian,7681,4
1996,6107,Tulare,small/mid,West,Asian,7671,4
1997,6107,Tulare,small/mid,West,Asian,7731,4
1998,6107,Tulare,small/mid,West,Asian,7795,5
1999,6107,Tulare,small/mid,West,Asian,7836,5
2000,6107,Tulare,small/mid,West,Asian,7888,5
2001,6107,Tulare,small/mid,West,Asian,8029,5
2002,6107,Tulare,small/mid,West,Asian,8333,4
2003,6107,Tulare,small/mid,West,Asian,8654,5
2004,6107,Tulare,small/mid,West,Asian,9079,5
2005,6107,Tulare,small/mid,West,Asian,9527,5
2006,6107,Tulare,small/mid,West,Asian,9747,5
2007,6107,Tulare,small/mid,West,Asian,10027,4
2008,6107,Tulare,small/mid,West,Asian,10226,10
2009,6107,Tulare,small/mid,West,Asian,10422,10
2010,6107,Tulare,small/mid,West,Asian,10549,8
2011,6107,Tulare,small/mid,West,Asian,10609,4
2012,6107,Tulare,small/mid,West,Asian,10643,7
2013,6107,Tulare,small/mid,West,Asian,10845,6
2014,6107,Tulare,small/mid,West,Asian,10912,8
2015,6107,Tulare,small/mid,West,Asian,10946,12
1991,6109,Tuolumne,rural,West,Asian,247,0
1992,6109,Tuolumne,rural,West,Asian,267,0
1993,6109,Tuolumne,rural,West,Asian,284,0
1994,6109,Tuolumne,rural,West,Asian,297,0
1995,6109,Tuolumne,rural,West,Asian,296,0
1996,6109,Tuolumne,rural,West,Asian,311,0
1997,6109,Tuolumne,rural,West,Asian,316,0
1998,6109,Tuolumne,rural,West,Asian,336,0
1999,6109,Tuolumne,rural,West,Asian,356,0
2000,6109,Tuolumne,rural,West,Asian,379,0
2001,6109,Tuolumne,rural,West,Asian,433,0
2002,6109,Tuolumne,rural,West,Asian,417,0
2003,6109,Tuolumne,rural,West,Asian,426,0
2004,6109,Tuolumne,rural,West,Asian,443,0
2005,6109,Tuolumne,rural,West,Asian,409,0
2006,6109,Tuolumne,rural,West,Asian,432,0
2007,6109,Tuolumne,rural,West,Asian,448,0
2008,6109,Tuolumne,rural,West,Asian,483,0
2009,6109,Tuolumne,rural,West,Asian,463,0
2010,6109,Tuolumne,rural,West,Asian,492,0
2011,6109,Tuolumne,rural,West,Asian,498,0
2012,6109,Tuolumne,rural,West,Asian,504,0
2013,6109,Tuolumne,rural,West,Asian,496,0
2014,6109,Tuolumne,rural,West,Asian,517,0
2015,6109,Tuolumne,rural,West,Asian,548,0
1991,6111,Ventura,small/mid,West,Asian,23771,4
1992,6111,Ventura,small/mid,West,Asian,24790,4
1993,6111,Ventura,small/mid,West,Asian,25675,4
1994,6111,Ventura,small/mid,West,Asian,26614,4
1995,6111,Ventura,small/mid,West,Asian,27356,5
1996,6111,Ventura,small/mid,West,Asian,28009,5
1997,6111,Ventura,small/mid,West,Asian,28932,6
1998,6111,Ventura,small/mid,West,Asian,29741,9
1999,6111,Ventura,small/mid,West,Asian,30708,8
2000,6111,Ventura,small/mid,West,Asian,31765,13
2001,6111,Ventura,small/mid,West,Asian,33163,7
2002,6111,Ventura,small/mid,West,Asian,34454,7
2003,6111,Ventura,small/mid,West,Asian,35695,7
2004,6111,Ventura,small/mid,West,Asian,36753,5
2005,6111,Ventura,small/mid,West,Asian,37778,10
2006,6111,Ventura,small/mid,West,Asian,39195,10
2007,6111,Ventura,small/mid,West,Asian,40259,7
2008,6111,Ventura,small/mid,West,Asian,40981,5
2009,6111,Ventura,small/mid,West,Asian,41616,7
2010,6111,Ventura,small/mid,West,Asian,42469,5
2011,6111,Ventura,small/mid,West,Asian,42778,6
2012,6111,Ventura,small/mid,West,Asian,43564,7
2013,6111,Ventura,small/mid,West,Asian,43964,7
2014,6111,Ventura,small/mid,West,Asian,44407,7
2015,6111,Ventura,small/mid,West,Asian,45197,6
1991,6113,Yolo,suburban,West,Asian,9915,5
1992,6113,Yolo,suburban,West,Asian,10327,5
1993,6113,Yolo,suburban,West,Asian,10891,5
1994,6113,Yolo,suburban,West,Asian,11327,7
1995,6113,Yolo,suburban,West,Asian,11794,7
1996,6113,Yolo,suburban,West,Asian,12244,6
1997,6113,Yolo,suburban,West,Asian,12940,7
1998,6113,Yolo,suburban,West,Asian,13526,7
1999,6113,Yolo,suburban,West,Asian,14322,11
2000,6113,Yolo,suburban,West,Asian,15452,12
2001,6113,Yolo,suburban,West,Asian,16644,10
2002,6113,Yolo,suburban,West,Asian,17566,7
2003,6113,Yolo,suburban,West,Asian,18446,6
2004,6113,Yolo,suburban,West,Asian,19138,7
2005,6113,Yolo,suburban,West,Asian,19684,10
2006,6113,Yolo,suburban,West,Asian,20722,8
2007,6113,Yolo,suburban,West,Asian,21788,5
2008,6113,Yolo,suburban,West,Asian,22369,6
2009,6113,Yolo,suburban,West,Asian,23186,5
2010,6113,Yolo,suburban,West,Asian,23482,6
2011,6113,Yolo,suburban,West,Asian,23529,4
2012,6113,Yolo,suburban,West,Asian,23991,6
2013,6113,Yolo,suburban,West,Asian,24694,7
2014,6113,Yolo,suburban,West,Asian,25059,10
2015,6113,Yolo,suburban,West,Asian,25447,10
1991,6115,Yuba,small/mid,West,Asian,2292,0
1992,6115,Yuba,small/mid,West,Asian,2403,0
1993,6115,Yuba,small/mid,West,Asian,2495,0
1994,6115,Yuba,small/mid,West,Asian,2576,0
1995,6115,Yuba,small/mid,West,Asian,2590,0
1996,6115,Yuba,small/mid,West,Asian,2632,0
1997,6115,Yuba,small/mid,West,Asian,2649,0
1998,6115,Yuba,small/mid,West,Asian,2701,
1999,6115,Yuba,small/mid,West,Asian,2717,
2000,6115,Yuba,small/mid,West,Asian,2810,
2001,6115,Yuba,small/mid,West,Asian,2796,
2002,6115,Yuba,small/mid,West,Asian,2962,
2003,6115,Yuba,small/mid,West,Asian,3016,4
2004,6115,Yuba,small/mid,West,Asian,3065,
2005,6115,Yuba,small/mid,West,Asian,3258,
2006,6115,Yuba,small/mid,West,Asian,3552,
2007,6115,Yuba,small/mid,West,Asian,3692,
2008,6115,Yuba,small/mid,West,Asian,3671,0
2009,6115,Yuba,small/mid,West,Asian,3560,
2010,6115,Yuba,small/mid,West,Asian,3546,
2011,6115,Yuba,small/mid,West,Asian,3602,
2012,6115,Yuba,small/mid,West,Asian,3599,
2013,6115,Yuba,small/mid,West,Asian,3618,6
2014,6115,Yuba,small/mid,West,Asian,3641,5
2015,6115,Yuba,small/mid,West,Asian,3636,4
1991,6001,Alameda,urban,West,Black,152808,2786
1992,6001,Alameda,urban,West,Black,152554,2825
1993,6001,Alameda,urban,West,Black,150494,2925
1994,6001,Alameda,urban,West,Black,148229,3080
1995,6001,Alameda,urban,West,Black,146448,3097
1996,6001,Alameda,urban,West,Black,145609,3392
1997,6001,Alameda,urban,West,Black,146384,3525
