year,county_ID,county_name,urbanicity,region,pop_category,population,prison_population
2013,6007,Butte,small/mid,West,Male,74576,924
2014,6007,Butte,small/mid,West,Male,74417,955
2015,6007,Butte,small/mid,West,Male,74557,853
1991,6009,Calaveras,rural,West,Male,10290,40
1992,6009,Calaveras,rural,West,Male,10724,43
1993,6009,Calaveras,rural,West,Male,10916,41
1994,6009,Calaveras,rural,West,Male,11266,51
1995,6009,Calaveras,rural,West,Male,11463,
1996,6009,Calaveras,rural,West,Male,11649,
1997,6009,Calaveras,rural,West,Male,11955,79
1998,6009,Calaveras,rural,West,Male,12252,69
1999,6009,Calaveras,rural,West,Male,12509,64
2000,6009,Calaveras,rural,West,Male,12802,59
2001,6009,Calaveras,rural,West,Male,13163,61
2002,6009,Calaveras,rural,West,Male,13629,79
2003,6009,Calaveras,rural,West,Male,14033,90
2004,6009,Calaveras,rural,West,Male,14407,104
2005,6009,Calaveras,rural,West,Male,14752,121
2006,6009,Calaveras,rural,West,Male,15041,132
2007,6009,Calaveras,rural,West,Male,15066,137
2008,6009,Calaveras,rural,West,Male,14942,129
2009,6009,Calaveras,rural,West,Male,14745,107
2010,6009,Calaveras,rural,West,Male,14562,108
2011,6009,Calaveras,rural,West,Male,14498,106
2012,6009,Calaveras,rural,West,Male,14291,92
2013,6009,Calaveras,rural,West,Male,13958,103
2014,6009,Calaveras,rural,West,Male,13765,92
2015,6009,Calaveras,rural,West,Male,13622,91
1991,6011,Colusa,rural,West,Male,5289,58
1992,6011,Colusa,rural,West,Male,5372,45
1993,6011,Colusa,rural,West,Male,5410,54
1994,6011,Colusa,rural,West,Male,5487,63
1995,6011,Colusa,rural,West,Male,5598,63
1996,6011,Colusa,rural,West,Male,5725,
1997,6011,Colusa,rural,West,Male,5882,88
1998,6011,Colusa,rural,West,Male,5985,110
1999,6011,Colusa,rural,West,Male,6104,101
2000,6011,Colusa,rural,West,Male,6212,87
2001,6011,Colusa,rural,West,Male,6278,73
2002,6011,Colusa,rural,West,Male,6355,70
2003,6011,Colusa,rural,West,Male,6470,78
2004,6011,Colusa,rural,West,Male,6645,75
2005,6011,Colusa,rural,West,Male,6787,91
2006,6011,Colusa,rural,West,Male,6892,81
2007,6011,Colusa,rural,West,Male,6967,76
2008,6011,Colusa,rural,West,Male,6938,76
2009,6011,Colusa,rural,West,Male,6976,82
2010,6011,Colusa,rural,West,Male,7060,89
2011,6011,Colusa,rural,West,Male,7097,69
2012,6011,Colusa,rural,West,Male,7084,53
2013,6011,Colusa,rural,West,Male,7074,62
2014,6011,Colusa,rural,West,Male,7064,67
2015,6011,Colusa,rural,West,Male,6988,
1991,6013,Contra Costa,suburban,West,Male,271418,1272
1992,6013,Contra Costa,suburban,West,Male,276682,1338
1993,6013,Contra Costa,suburban,West,Male,278369,1566
1994,6013,Contra Costa,suburban,West,Male,279941,1719
1995,6013,Contra Costa,suburban,West,Male,281643,1848
1996,6013,Contra Costa,suburban,West,Male,284402,2041
1997,6013,Contra Costa,suburban,West,Male,291678,2180
1998,6013,Contra Costa,suburban,West,Male,299442,2139
1999,6013,Contra Costa,suburban,West,Male,305860,2162
2000,6013,Contra Costa,suburban,West,Male,312359,2109
2001,6013,Contra Costa,suburban,West,Male,319875,1982
2002,6013,Contra Costa,suburban,West,Male,323609,2064
2003,6013,Contra Costa,suburban,West,Male,326266,1976
2004,6013,Contra Costa,suburban,West,Male,328229,1954
2005,6013,Contra Costa,suburban,West,Male,331058,1873
2006,6013,Contra Costa,suburban,West,Male,332108,1913
2007,6013,Contra Costa,suburban,West,Male,334591,1848
2008,6013,Contra Costa,suburban,West,Male,338512,1861
2009,6013,Contra Costa,suburban,West,Male,343216,1888
2010,6013,Contra Costa,suburban,West,Male,346214,1857
2011,6013,Contra Costa,suburban,West,Male,347466,1788
2012,6013,Contra Costa,suburban,West,Male,351670,1726
2013,6013,Contra Costa,suburban,West,Male,354567,1748
2014,6013,Contra Costa,suburban,West,Male,358998,1786
2015,6013,Contra Costa,suburban,West,Male,363483,1810
1991,6015,Del Norte,rural,West,Male,10501,86
1992,6015,Del Norte,rural,West,Male,10602,84
1993,6015,Del Norte,rural,West,Male,11005,105
1994,6015,Del Norte,rural,West,Male,11099,120
1995,6015,Del Norte,rural,West,Male,10756,134
1996,6015,Del Norte,rural,West,Male,10749,156
1997,6015,Del Norte,rural,West,Male,11056,162
1998,6015,Del Norte,rural,West,Male,11132,165
1999,6015,Del Norte,rural,West,Male,10802,165
2000,6015,Del Norte,rural,West,Male,10804,171
2001,6015,Del Norte,rural,West,Male,10873,155
2002,6015,Del Norte,rural,West,Male,10895,150
2003,6015,Del Norte,rural,West,Male,11067,164
2004,6015,Del Norte,rural,West,Male,11214,159
2005,6015,Del Norte,rural,West,Male,11519,163
2006,6015,Del Norte,rural,West,Male,11509,146
2007,6015,Del Norte,rural,West,Male,11633,133
2008,6015,Del Norte,rural,West,Male,11590,132
2009,6015,Del Norte,rural,West,Male,11610,136
2010,6015,Del Norte,rural,West,Male,11603,122
2011,6015,Del Norte,rural,West,Male,11551,110
2012,6015,Del Norte,rural,West,Male,11485,124
2013,6015,Del Norte,rural,West,Male,11299,110
2014,6015,Del Norte,rural,West,Male,10973,107
2015,6015,Del Norte,rural,West,Male,10421,97
1991,6017,El Dorado,suburban,West,Male,43098,190
1992,6017,El Dorado,suburban,West,Male,44131,209
1993,6017,El Dorado,suburban,West,Male,45136,220
1994,6017,El Dorado,suburban,West,Male,45732,216
1995,6017,El Dorado,suburban,West,Male,46490,279
1996,6017,El Dorado,suburban,West,Male,47186,332
1997,6017,El Dorado,suburban,West,Male,48474,365
1998,6017,El Dorado,suburban,West,Male,49830,409
1999,6017,El Dorado,suburban,West,Male,50941,431
2000,6017,El Dorado,suburban,West,Male,52223,439
2001,6017,El Dorado,suburban,West,Male,53555,433
2002,6017,El Dorado,suburban,West,Male,55208,430
2003,6017,El Dorado,suburban,West,Male,56562,407
2004,6017,El Dorado,suburban,West,Male,57914,417
2005,6017,El Dorado,suburban,West,Male,59477,398
2006,6017,El Dorado,suburban,West,Male,60139,438
2007,6017,El Dorado,suburban,West,Male,60577,456
2008,6017,El Dorado,suburban,West,Male,60790,442
2009,6017,El Dorado,suburban,West,Male,61080,419
2010,6017,El Dorado,suburban,West,Male,61072,429
2011,6017,El Dorado,suburban,West,Male,61084,378
2012,6017,El Dorado,suburban,West,Male,60846,374
2013,6017,El Dorado,suburban,West,Male,60062,388
2014,6017,El Dorado,suburban,West,Male,59867,375
2015,6017,El Dorado,suburban,West,Male,59951,370
1991,6019,Fresno,small/mid,West,Male,214870,2796
1992,6019,Fresno,small/mid,West,Male,221069,2971
1993,6019,Fresno,small/mid,West,Male,225601,3432
1994,6019,Fresno,small/mid,West,Male,228959,3621
1995,6019,Fresno,small/mid,West,Male,232365,4027
1996,6019,Fresno,small/mid,West,Male,237889,4265
1997,6019,Fresno,small/mid,West,Male,243274,4579
1998,6019,Fresno,small/mid,West,Male,247799,4524
1999,6019,Fresno,small/mid,West,Male,253079,4410
2000,6019,Fresno,small/mid,West,Male,258554,4440
2001,6019,Fresno,small/mid,West,Male,263333,4555
2002,6019,Fresno,small/mid,West,Male,269727,4765
2003,6019,Fresno,small/mid,West,Male,276145,5036
2004,6019,Fresno,small/mid,West,Male,281706,4965
2005,6019,Fresno,small/mid,West,Male,286604,4842
2006,6019,Fresno,small/mid,West,Male,291370,5041
2007,6019,Fresno,small/mid,West,Male,295865,5169
2008,6019,Fresno,small/mid,West,Male,300316,5097
2009,6019,Fresno,small/mid,West,Male,304185,4931
2010,6019,Fresno,small/mid,West,Male,306974,4588
2011,6019,Fresno,small/mid,West,Male,307301,4126
2012,6019,Fresno,small/mid,West,Male,309073,3756
2013,6019,Fresno,small/mid,West,Male,309762,4023
2014,6019,Fresno,small/mid,West,Male,311631,4425
2015,6019,Fresno,small/mid,West,Male,314024,4031
1991,6021,Glenn,rural,West,Male,7628,
1992,6021,Glenn,rural,West,Male,7748,98
1993,6021,Glenn,rural,West,Male,7766,
1994,6021,Glenn,rural,West,Male,7806,
1995,6021,Glenn,rural,West,Male,7918,109
1996,6021,Glenn,rural,West,Male,7977,
1997,6021,Glenn,rural,West,Male,8102,119
1998,6021,Glenn,rural,West,Male,8175,157
1999,6021,Glenn,rural,West,Male,8297,
2000,6021,Glenn,rural,West,Male,8402,134
2001,6021,Glenn,rural,West,Male,8486,132
2002,6021,Glenn,rural,West,Male,8571,130
2003,6021,Glenn,rural,West,Male,8690,152
2004,6021,Glenn,rural,West,Male,8789,176
2005,6021,Glenn,rural,West,Male,8986,153
2006,6021,Glenn,rural,West,Male,8977,176
2007,6021,Glenn,rural,West,Male,8976,160
2008,6021,Glenn,rural,West,Male,9050,143
2009,6021,Glenn,rural,West,Male,9068,118
2010,6021,Glenn,rural,West,Male,9137,131
2011,6021,Glenn,rural,West,Male,9144,
2012,6021,Glenn,rural,West,Male,9150,
2013,6021,Glenn,rural,West,Male,9007,113
2014,6021,Glenn,rural,West,Male,8960,104
2015,6021,Glenn,rural,West,Male,8936,103
1991,6023,Humboldt,rural,West,Male,39679,272
1992,6023,Humboldt,rural,West,Male,40433,311
1993,6023,Humboldt,rural,West,Male,40854,377
1994,6023,Humboldt,rural,West,Male,40716,416
1995,6023,Humboldt,rural,West,Male,41530,438
1996,6023,Humboldt,rural,West,Male,41796,475
1997,6023,Humboldt,rural,West,Male,42668,468
1998,6023,Humboldt,rural,West,Male,43061,507
1999,6023,Humboldt,rural,West,Male,43334,517
2000,6023,Humboldt,rural,West,Male,43604,482
2001,6023,Humboldt,rural,West,Male,44423,553
2002,6023,Humboldt,rural,West,Male,45064,606
2003,6023,Humboldt,rural,West,Male,45754,672
2004,6023,Humboldt,rural,West,Male,46242,617
2005,6023,Humboldt,rural,West,Male,46681,588
2006,6023,Humboldt,rural,West,Male,47127,635
2007,6023,Humboldt,rural,West,Male,47199,596
2008,6023,Humboldt,rural,West,Male,47472,554
2009,6023,Humboldt,rural,West,Male,47900,553
2010,6023,Humboldt,rural,West,Male,48325,595
2011,6023,Humboldt,rural,West,Male,48459,502
2012,6023,Humboldt,rural,West,Male,48287,403
2013,6023,Humboldt,rural,West,Male,47484,389
2014,6023,Humboldt,rural,West,Male,46906,352
2015,6023,Humboldt,rural,West,Male,46495,365
1991,6025,Imperial,small/mid,West,Male,34569,165
1992,6025,Imperial,small/mid,West,Male,36678,209
1993,6025,Imperial,small/mid,West,Male,41419,223
1994,6025,Imperial,small/mid,West,Male,43001,235
1995,6025,Imperial,small/mid,West,Male,45331,276
1996,6025,Imperial,small/mid,West,Male,45857,271
1997,6025,Imperial,small/mid,West,Male,46620,297
1998,6025,Imperial,small/mid,West,Male,47358,273
1999,6025,Imperial,small/mid,West,Male,48075,313
2000,6025,Imperial,small/mid,West,Male,48889,321
2001,6025,Imperial,small/mid,West,Male,49536,341
2002,6025,Imperial,small/mid,West,Male,50072,354
2003,6025,Imperial,small/mid,West,Male,51334,294
2004,6025,Imperial,small/mid,West,Male,52740,339
2005,6025,Imperial,small/mid,West,Male,54415,357
2006,6025,Imperial,small/mid,West,Male,55837,353
2007,6025,Imperial,small/mid,West,Male,57379,361
2008,6025,Imperial,small/mid,West,Male,58052,349
2009,6025,Imperial,small/mid,West,Male,59277,347
2010,6025,Imperial,small/mid,West,Male,59916,364
2011,6025,Imperial,small/mid,West,Male,59897,347
2012,6025,Imperial,small/mid,West,Male,60333,311
2013,6025,Imperial,small/mid,West,Male,60576,316
2014,6025,Imperial,small/mid,West,Male,59670,317
2015,6025,Imperial,small/mid,West,Male,60017,344
1991,6027,Inyo,rural,West,Male,5538,
1992,6027,Inyo,rural,West,Male,5546,69
1993,6027,Inyo,rural,West,Male,5507,63
1994,6027,Inyo,rural,West,Male,5499,65
1995,6027,Inyo,rural,West,Male,5494,67
1996,6027,Inyo,rural,West,Male,5462,72
1997,6027,Inyo,rural,West,Male,5508,81
1998,6027,Inyo,rural,West,Male,5488,
1999,6027,Inyo,rural,West,Male,5492,79
2000,6027,Inyo,rural,West,Male,5506,68
2001,6027,Inyo,rural,West,Male,5637,66
2002,6027,Inyo,rural,West,Male,5783,75
2003,6027,Inyo,rural,West,Male,5888,
2004,6027,Inyo,rural,West,Male,5885,78
2005,6027,Inyo,rural,West,Male,5931,93
2006,6027,Inyo,rural,West,Male,5985,101
2007,6027,Inyo,rural,West,Male,5977,88
2008,6027,Inyo,rural,West,Male,5971,87
2009,6027,Inyo,rural,West,Male,6057,90
2010,6027,Inyo,rural,West,Male,6037,70
2011,6027,Inyo,rural,West,Male,6025,55
2012,6027,Inyo,rural,West,Male,5982,44
2013,6027,Inyo,rural,West,Male,5888,
2014,6027,Inyo,rural,West,Male,5789,46
2015,6027,Inyo,rural,West,Male,5745,
1991,6029,Kern,small/mid,West,Male,182166,2819
1992,6029,Kern,small/mid,West,Male,191545,2963
1993,6029,Kern,small/mid,West,Male,193515,2987
1994,6029,Kern,small/mid,West,Male,199373,3276
1995,6029,Kern,small/mid,West,Male,200704,3542
1996,6029,Kern,small/mid,West,Male,202685,4105
1997,6029,Kern,small/mid,West,Male,207174,4594
1998,6029,Kern,small/mid,West,Male,212322,4594
1999,6029,Kern,small/mid,West,Male,219184,4704
2000,6029,Kern,small/mid,West,Male,222808,4800
2001,6029,Kern,small/mid,West,Male,228774,4880
2002,6029,Kern,small/mid,West,Male,236226,5133
2003,6029,Kern,small/mid,West,Male,243867,5055
2004,6029,Kern,small/mid,West,Male,251771,4973
2005,6029,Kern,small/mid,West,Male,261332,4910
2006,6029,Kern,small/mid,West,Male,271936,4833
2007,6029,Kern,small/mid,West,Male,279598,4668
2008,6029,Kern,small/mid,West,Male,284679,4602
2009,6029,Kern,small/mid,West,Male,288915,4535
2010,6029,Kern,small/mid,West,Male,292211,4495
2011,6029,Kern,small/mid,West,Male,292323,4065
2012,6029,Kern,small/mid,West,Male,294352,3522
2013,6029,Kern,small/mid,West,Male,293429,3716
2014,6029,Kern,small/mid,West,Male,295179,3557
2015,6029,Kern,small/mid,West,Male,297870,3409
1991,6031,Kings,small/mid,West,Male,38718,404
1992,6031,Kings,small/mid,West,Male,40195,394
1993,6031,Kings,small/mid,West,Male,41001,518
1994,6031,Kings,small/mid,West,Male,41962,580
1995,6031,Kings,small/mid,West,Male,42667,572
1996,6031,Kings,small/mid,West,Male,43229,627
1997,6031,Kings,small/mid,West,Male,43926,706
1998,6031,Kings,small/mid,West,Male,47676,718
1999,6031,Kings,small/mid,West,Male,51704,765
2000,6031,Kings,small/mid,West,Male,53973,893
2001,6031,Kings,small/mid,West,Male,55520,877
2002,6031,Kings,small/mid,West,Male,56374,996
2003,6031,Kings,small/mid,West,Male,58234,1030
2004,6031,Kings,small/mid,West,Male,60649,1067
2005,6031,Kings,small/mid,West,Male,60961,1088
2006,6031,Kings,small/mid,West,Male,62193,1208
2007,6031,Kings,small/mid,West,Male,63254,1195
2008,6031,Kings,small/mid,West,Male,63432,1215
2009,6031,Kings,small/mid,West,Male,62614,1320
2010,6031,Kings,small/mid,West,Male,62616,1346
2011,6031,Kings,small/mid,West,Male,62039,1245
2012,6031,Kings,small/mid,West,Male,61367,1147
2013,6031,Kings,small/mid,West,Male,60788,1193
2014,6031,Kings,small/mid,West,Male,59901,1098
2015,6031,Kings,small/mid,West,Male,58794,934
1991,6033,Lake,rural,West,Male,14761,225
1992,6033,Lake,rural,West,Male,15265,219
1993,6033,Lake,rural,West,Male,15614,242
1994,6033,Lake,rural,West,Male,15865,238
1995,6033,Lake,rural,West,Male,15997,259
1996,6033,Lake,rural,West,Male,16102,285
1997,6033,Lake,rural,West,Male,16261,313
1998,6033,Lake,rural,West,Male,16637,320
1999,6033,Lake,rural,West,Male,17050,336
2000,6033,Lake,rural,West,Male,17723,381
2001,6033,Lake,rural,West,Male,18554,388
2002,6033,Lake,rural,West,Male,19180,424
2003,6033,Lake,rural,West,Male,19770,457
2004,6033,Lake,rural,West,Male,20213,481
2005,6033,Lake,rural,West,Male,20734,493
2006,6033,Lake,rural,West,Male,21083,503
2007,6033,Lake,rural,West,Male,21192,494
2008,6033,Lake,rural,West,Male,21254,459
2009,6033,Lake,rural,West,Male,21214,408
2010,6033,Lake,rural,West,Male,21282,380
2011,6033,Lake,rural,West,Male,21283,347
2012,6033,Lake,rural,West,Male,20942,310
2013,6033,Lake,rural,West,Male,20553,307
2014,6033,Lake,rural,West,Male,20227,321
2015,6033,Lake,rural,West,Male,20009,325
1991,6035,Lassen,rural,West,Male,11773,70
1992,6035,Lassen,rural,West,Male,12117,103
1993,6035,Lassen,rural,West,Male,12261,97
1994,6035,Lassen,rural,West,Male,12037,118
1995,6035,Lassen,rural,West,Male,12072,126
1996,6035,Lassen,rural,West,Male,14399,159
1997,6035,Lassen,rural,West,Male,16428,141
1998,6035,Lassen,rural,West,Male,16555,153
1999,6035,Lassen,rural,West,Male,16524,136
2000,6035,Lassen,rural,West,Male,16609,153
2001,6035,Lassen,rural,West,Male,16601,149
2002,6035,Lassen,rural,West,Male,16535,173
2003,6035,Lassen,rural,West,Male,16913,158
2004,6035,Lassen,rural,West,Male,17474,143
2005,6035,Lassen,rural,West,Male,17602,129
2006,6035,Lassen,rural,West,Male,17780,143
2007,6035,Lassen,rural,West,Male,18790,155
2008,6035,Lassen,rural,West,Male,18304,148
2009,6035,Lassen,rural,West,Male,18188,128
2010,6035,Lassen,rural,West,Male,18047,123
2011,6035,Lassen,rural,West,Male,18050,114
2012,6035,Lassen,rural,West,Male,17853,104
2013,6035,Lassen,rural,West,Male,17421,99
2014,6035,Lassen,rural,West,Male,16135,
2015,6035,Lassen,rural,West,Male,16038,
1991,6037,Los Angeles,urban,West,Male,3047059,37368
1992,6037,Los Angeles,urban,West,Male,3069778,40064
1993,6037,Los Angeles,urban,West,Male,3057176,43285
1994,6037,Los Angeles,urban,West,Male,3034226,43430
1995,6037,Los Angeles,urban,West,Male,3011577,45761
1996,6037,Los Angeles,urban,West,Male,3008786,48635
1997,6037,Los Angeles,urban,West,Male,3041092,51811
1998,6037,Los Angeles,urban,West,Male,3087973,53410
1999,6037,Los Angeles,urban,West,Male,3133851,52906
2000,6037,Los Angeles,urban,West,Male,3172917,52010
2001,6037,Los Angeles,urban,West,Male,3210798,50455
2002,6037,Los Angeles,urban,West,Male,3248484,50112
2003,6037,Los Angeles,urban,West,Male,3278966,50891
2004,6037,Los Angeles,urban,West,Male,3303269,51664
2005,6037,Los Angeles,urban,West,Male,3319896,52401
2006,6037,Los Angeles,urban,West,Male,3324836,54152
2007,6037,Los Angeles,urban,West,Male,3327025,54388
2008,6037,Los Angeles,urban,West,Male,3346917,54171
2009,6037,Los Angeles,urban,West,Male,3371736,53306
2010,6037,Los Angeles,urban,West,Male,3385296,51423
2011,6037,Los Angeles,urban,West,Male,3388129,48045
2012,6037,Los Angeles,urban,West,Male,3411600,44522
2013,6037,Los Angeles,urban,West,Male,3432336,44493
2014,6037,Los Angeles,urban,West,Male,3452705,43595
2015,6037,Los Angeles,urban,West,Male,3466661,41135
1991,6039,Madera,small/mid,West,Male,29727,477
1992,6039,Madera,small/mid,West,Male,30958,481
1993,6039,Madera,small/mid,West,Male,32328,490
1994,6039,Madera,small/mid,West,Male,33030,560
1995,6039,Madera,small/mid,West,Male,33166,600
1996,6039,Madera,small/mid,West,Male,34433,537
1997,6039,Madera,small/mid,West,Male,35661,596
1998,6039,Madera,small/mid,West,Male,36451,614
1999,6039,Madera,small/mid,West,Male,37320,586
2000,6039,Madera,small/mid,West,Male,37452,678
2001,6039,Madera,small/mid,West,Male,38141,664
2002,6039,Madera,small/mid,West,Male,39140,699
2003,6039,Madera,small/mid,West,Male,40529,685
2004,6039,Madera,small/mid,West,Male,41781,700
2005,6039,Madera,small/mid,West,Male,43033,718
2006,6039,Madera,small/mid,West,Male,44263,712
2007,6039,Madera,small/mid,West,Male,45000,735
2008,6039,Madera,small/mid,West,Male,45596,715
2009,6039,Madera,small/mid,West,Male,45996,662
2010,6039,Madera,small/mid,West,Male,46561,574
2011,6039,Madera,small/mid,West,Male,46649,503
2012,6039,Madera,small/mid,West,Male,46867,473
2013,6039,Madera,small/mid,West,Male,46852,518
2014,6039,Madera,small/mid,West,Male,46788,500
2015,6039,Madera,small/mid,West,Male,46847,496
1991,6041,Marin,suburban,West,Male,83030,243
1992,6041,Marin,suburban,West,Male,83603,259
1993,6041,Marin,suburban,West,Male,83826,284
1994,6041,Marin,suburban,West,Male,83557,295
1995,6041,Marin,suburban,West,Male,83348,317
1996,6041,Marin,suburban,West,Male,82628,373
1997,6041,Marin,suburban,West,Male,84091,403
1998,6041,Marin,suburban,West,Male,85715,394
1999,6041,Marin,suburban,West,Male,86466,398
2000,6041,Marin,suburban,West,Male,87020,374
2001,6041,Marin,suburban,West,Male,86834,349
2002,6041,Marin,suburban,West,Male,85997,372
2003,6041,Marin,suburban,West,Male,85121,376
2004,6041,Marin,suburban,West,Male,83926,353
2005,6041,Marin,suburban,West,Male,83920,343
2006,6041,Marin,suburban,West,Male,83595,356
2007,6041,Marin,suburban,West,Male,83582,375
2008,6041,Marin,suburban,West,Male,83464,396
2009,6041,Marin,suburban,West,Male,83565,404
2010,6041,Marin,suburban,West,Male,83231,384
2011,6041,Marin,suburban,West,Male,83312,335
2012,6041,Marin,suburban,West,Male,83576,306
2013,6041,Marin,suburban,West,Male,82159,263
2014,6041,Marin,suburban,West,Male,81943,256
2015,6041,Marin,suburban,West,Male,81993,247
1991,6043,Mariposa,rural,West,Male,4859,9
1992,6043,Mariposa,rural,West,Male,5042,9
1993,6043,Mariposa,rural,West,Male,5137,8
1994,6043,Mariposa,rural,West,Male,5266,21
1995,6043,Mariposa,rural,West,Male,5377,39
1996,6043,Mariposa,rural,West,Male,5499,
1997,6043,Mariposa,rural,West,Male,5464,
1998,6043,Mariposa,rural,West,Male,5705,
1999,6043,Mariposa,rural,West,Male,5732,
2000,6043,Mariposa,rural,West,Male,5792,
2001,6043,Mariposa,rural,West,Male,5823,
2002,6043,Mariposa,rural,West,Male,5876,
2003,6043,Mariposa,rural,West,Male,6049,
2004,6043,Mariposa,rural,West,Male,6108,
2005,6043,Mariposa,rural,West,Male,6116,
2006,6043,Mariposa,rural,West,Male,6211,
2007,6043,Mariposa,rural,West,Male,6208,
2008,6043,Mariposa,rural,West,Male,6129,
2009,6043,Mariposa,rural,West,Male,6057,
2010,6043,Mariposa,rural,West,Male,6081,59
2011,6043,Mariposa,rural,West,Male,6091,51
2012,6043,Mariposa,rural,West,Male,5977,
2013,6043,Mariposa,rural,West,Male,5763,51
2014,6043,Mariposa,rural,West,Male,5665,
2015,6043,Mariposa,rural,West,Male,5574,
1991,6045,Mendocino,rural,West,Male,25812,247
1992,6045,Mendocino,rural,West,Male,25956,268
1993,6045,Mendocino,rural,West,Male,25955,284
1994,6045,Mendocino,rural,West,Male,26059,270
1995,6045,Mendocino,rural,West,Male,26428,291
1996,6045,Mendocino,rural,West,Male,26675,312
1997,6045,Mendocino,rural,West,Male,27186,329
1998,6045,Mendocino,rural,West,Male,27755,322
1999,6045,Mendocino,rural,West,Male,28254,298
2000,6045,Mendocino,rural,West,Male,28739,298
2001,6045,Mendocino,rural,West,Male,29113,321
2002,6045,Mendocino,rural,West,Male,29447,328
2003,6045,Mendocino,rural,West,Male,29927,332
2004,6045,Mendocino,rural,West,Male,30007,358
2005,6045,Mendocino,rural,West,Male,30166,366
2006,6045,Mendocino,rural,West,Male,29966,352
2007,6045,Mendocino,rural,West,Male,29843,333
2008,6045,Mendocino,rural,West,Male,29799,370
2009,6045,Mendocino,rural,West,Male,29787,359
2010,6045,Mendocino,rural,West,Male,29671,331
2011,6045,Mendocino,rural,West,Male,29579,284
2012,6045,Mendocino,rural,West,Male,29056,288
2013,6045,Mendocino,rural,West,Male,28479,305
2014,6045,Mendocino,rural,West,Male,27922,313
2015,6045,Mendocino,rural,West,Male,27637,320
1991,6047,Merced,small/mid,West,Male,57719,483
1992,6047,Merced,small/mid,West,Male,58551,521
1993,6047,Merced,small/mid,West,Male,59225,561
1994,6047,Merced,small/mid,West,Male,60426,637
1995,6047,Merced,small/mid,West,Male,59250,755
1996,6047,Merced,small/mid,West,Male,58838,846
1997,6047,Merced,small/mid,West,Male,60356,897
1998,6047,Merced,small/mid,West,Male,62115,976
1999,6047,Merced,small/mid,West,Male,63870,993
2000,6047,Merced,small/mid,West,Male,65995,1012
2001,6047,Merced,small/mid,West,Male,68823,990
2002,6047,Merced,small/mid,West,Male,71512,1032
2003,6047,Merced,small/mid,West,Male,74407,1085
2004,6047,Merced,small/mid,West,Male,76713,1104
2005,6047,Merced,small/mid,West,Male,78918,1211
2006,6047,Merced,small/mid,West,Male,80137,1261
2007,6047,Merced,small/mid,West,Male,81372,1198
2008,6047,Merced,small/mid,West,Male,82207,1113
2009,6047,Merced,small/mid,West,Male,83041,1129
2010,6047,Merced,small/mid,West,Male,84030,1054
2011,6047,Merced,small/mid,West,Male,84407,861
2012,6047,Merced,small/mid,West,Male,85648,843
2013,6047,Merced,small/mid,West,Male,86298,941
2014,6047,Merced,small/mid,West,Male,86603,974
2015,6047,Merced,small/mid,West,Male,87457,872
1991,6049,Modoc,rural,West,Male,2993,32
1992,6049,Modoc,rural,West,Male,3033,
1993,6049,Modoc,rural,West,Male,2962,
1994,6049,Modoc,rural,West,Male,3011,
1995,6049,Modoc,rural,West,Male,2976,
1996,6049,Modoc,rural,West,Male,3025,
1997,6049,Modoc,rural,West,Male,3047,
1998,6049,Modoc,rural,West,Male,2991,49
1999,6049,Modoc,rural,West,Male,2990,
2000,6049,Modoc,rural,West,Male,2976,
2001,6049,Modoc,rural,West,Male,2965,
2002,6049,Modoc,rural,West,Male,3004,
2003,6049,Modoc,rural,West,Male,3077,
2004,6049,Modoc,rural,West,Male,3131,50
2005,6049,Modoc,rural,West,Male,3107,
2006,6049,Modoc,rural,West,Male,3126,
2007,6049,Modoc,rural,West,Male,3075,49
2008,6049,Modoc,rural,West,Male,3076,
2009,6049,Modoc,rural,West,Male,3055,
2010,6049,Modoc,rural,West,Male,3066,37
2011,6049,Modoc,rural,West,Male,3065,27
2012,6049,Modoc,rural,West,Male,3019,
2013,6049,Modoc,rural,West,Male,2922,
2014,6049,Modoc,rural,West,Male,2798,
2015,6049,Modoc,rural,West,Male,2724,
1991,6051,Mono,rural,West,Male,3994,17
1992,6051,Mono,rural,West,Male,4102,12
1993,6051,Mono,rural,West,Male,4308,12
1994,6051,Mono,rural,West,Male,4600,
1995,6051,Mono,rural,West,Male,4632,
1996,6051,Mono,rural,West,Male,4669,
1997,6051,Mono,rural,West,Male,4756,
1998,6051,Mono,rural,West,Male,4805,
1999,6051,Mono,rural,West,Male,5152,14
2000,6051,Mono,rural,West,Male,5276,
2001,6051,Mono,rural,West,Male,5412,
2002,6051,Mono,rural,West,Male,5518,
2003,6051,Mono,rural,West,Male,5503,24
2004,6051,Mono,rural,West,Male,5572,11
2005,6051,Mono,rural,West,Male,5534,
2006,6051,Mono,rural,West,Male,5637,18
2007,6051,Mono,rural,West,Male,5517,25
2008,6051,Mono,rural,West,Male,5544,
2009,6051,Mono,rural,West,Male,5559,
2010,6051,Mono,rural,West,Male,5576,
2011,6051,Mono,rural,West,Male,5577,
2012,6051,Mono,rural,West,Male,5583,
2013,6051,Mono,rural,West,Male,5558,
2014,6051,Mono,rural,West,Male,5417,
2015,6051,Mono,rural,West,Male,5407,
1991,6053,Monterey,small/mid,West,Male,128654,942
1992,6053,Monterey,small/mid,West,Male,130061,939
1993,6053,Monterey,small/mid,West,Male,128364,964
1994,6053,Monterey,small/mid,West,Male,118542,1038
1995,6053,Monterey,small/mid,West,Male,119044,1026
1996,6053,Monterey,small/mid,West,Male,121277,1140
